anime_id,Name,Score,Genres,Episodes
2422,Kenritsu Chikyuu Boueigun,6.09,"Action, Adventure, Comedy, Sci-Fi",1
2423,Grey: Digital Target,6.03,"Action, Drama, Sci-Fi",1
2424,"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",7.46,"Comedy, Fantasy",3
2427,Unico,7.14,"Adventure, Fantasy",1
2428,Tanpen Unico: Kuroi Kumo to Shiroi Hane,6.19,"Adventure, Fantasy",1
2429,Unico: Mahou no Shima e,7.05,"Adventure, Fantasy",1
2430,Gekka Bijin,6,Hentai,2
2431,Nikuyoku Gangu Takuhainin,6.16,Hentai,3
2432,Discipline,6.81,Hentai,6
2433,Lingeries,6.95,Hentai,3
2434,Kijoku: Princess Double Kari,5.82,Hentai,3
2435,Choubatsu Yobikou,5.86,Hentai,2
2436,Angelium,5.85,Hentai,2
2437,Elfina: Yoru e to Urareta Oukoku de... The Animation,5.96,"Fantasy, Hentai",3
2438,Hitozuma♪Kasumi-san,6.75,Hentai,2
2439,Hooligan,5.57,Hentai,2
2440,Suki da yo!,5.79,Hentai,2
2441,Koihime,6.53,"Fantasy, Supernatural, Hentai",2
2442,Zoku Koihime,6.3,"Fantasy, Supernatural, Hentai",2
2443,Kara no Naka no Kotori,5.42,Hentai,5
2444,Maids in Dream,5.62,Hentai,2
2445,Maple Colors,6.23,Hentai,2
2446,Nikuyome: Takayanagi Ke no Hitobito,6.98,Hentai,4
2447,Chibo,5.89,Hentai,2
2448,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,7.99,"Action, Sci-Fi",1
2449,Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,8.07,"Action, Mystery, Sci-Fi",1
2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,7.85,"Comedy, Sci-Fi",1
2451,Space Cobra,7.66,"Action, Adventure, Sci-Fi",31
2452,Space Adventure Cobra,7.08,"Action, Adventure, Sci-Fi",1
2453,Dennou Sentai Voogie's★Angel,5.55,"Action, Drama, Sci-Fi",3
2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,7.62,"Comedy, Drama, Romance",1
2455,Prayers,5.33,Sci-Fi,2
2456,Mori no Densetsu,6.35,"Adventure, Award Winning, Drama, Fantasy",1
2457,Majokko Tsukune-chan,6.55,Comedy,6
2458,Kimagure Orange☆Road OVA,7.36,"Comedy, Drama, Romance",8
2459,Maison Ikkoku: Bangai-hen - Ikkokujima Nanpa Shimatsuki,6.84,"Comedy, Drama, Romance",1
2460,Maison Ikkoku: Kanketsu-hen,7.14,"Comedy, Drama, Romance",1
2461,Metal Skin Panic MADOX-01,5.89,"Action, Sci-Fi",1
2462,Toushinden,5.24,Action,2
2463,Shounan Bakusouzoku,7.24,"Action, Comedy",12
2464,Yoshinaga-san'chi no Gargoyle Specials,6.22,"Adventure, Comedy, Fantasy",5
2465,Idol Bouei-tai Hummingbird,5.83,Comedy,4
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,6.05,Comedy,1
2467,3 Choume no Tama: Uchi no Tama Shirimasen ka?,6.58,Adventure,36
2468,Nineteen 19,6.06,"Drama, Romance",1
2469,Ogenki Clinic,5.69,"Comedy, Hentai",3
2470,Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,6.91,"Action, Adventure, Drama, Sci-Fi",1
2471,Doraemon (1979),7.8,"Adventure, Comedy, Fantasy, Sci-Fi",1787
2472,Naruto: Shippuuden Movie 1,7.29,"Action, Adventure, Fantasy",1
2473,Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,6.11,"Action, Adventure, Comedy, Sci-Fi",2
2474,Ginga Ojousama Densetsu Yuna: Shin'en no Fairy,6.32,"Action, Adventure, Comedy, Sci-Fi",3
2475,6 Angels,4.29,"Action, Sci-Fi",6
2476,School Days,5.53,"Drama, Romance",12
2479,Dragon Knight,5.26,"Action, Fantasy, Hentai",1
2480,Dragon Knight Gaiden,4.84,"Action, Fantasy, Hentai",1
2482,Good Morning Althea,5.42,"Action, Sci-Fi",1
2483,Kaitouranma The Animation,5.85,"Action, Adventure",2
2484,Gear Fighter Dendoh,7.24,"Action, Adventure, Sci-Fi",38
2485,Doku Tenshi no Shippo,6.28,"Comedy, Fantasy, Romance",4
2486,Takahashi Rumiko Gekijou,7.11,"Comedy, Drama, Romance, Slice of Life, Supernatural",13
2487,Kyouryuu Boukenki Jura Tripper,7.18,"Adventure, Drama, Fantasy, Sci-Fi",39
2488,Mei to Koneko Bus,7.28,"Adventure, Fantasy",1
2489,Onegai My Melody,7.27,"Comedy, Fantasy",52
2490,One Piece: Mezase! Kaizoku Yakyuu Ou,6.99,"Comedy, Fantasy, Sports",1
2491,Touch: Sebangou no Nai Ace,6.61,"Drama, Romance, Sports",1
2492,Touch 2: Sayonara no Okurimono,6.56,"Drama, Romance, Sports",1
2493,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,6.55,"Drama, Sports",1
2494,Goshuushou-sama Ninomiya-kun,6.66,"Comedy, Fantasy, Ecchi",12
2495,Chance Triangle Session,6.43,"Drama, Slice of Life",13
2497,Shin Cutey Honey,6.61,"Adventure, Comedy, Sci-Fi, Ecchi",8
2498,Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,7.54,Sports,1
2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,7.64,Sports,1
2500,The Cockpit,7.19,UNKNOWN,3
2501,Papuwa,6.66,"Adventure, Comedy",26
2503,Nangoku Shounen Papuwa-kun,6.52,"Adventure, Comedy",42
2505,Ringetsu The Animation,6.61,Hentai,3
2506,Imouto,5.88,Hentai,1
2507,Tsuma Tsuma,6.28,Hentai,2
2508,Genshiken 2,7.75,Comedy,12
2510,Sengoku Majin Goushougun,6.59,"Action, Sci-Fi",26
2511,Sengoku Majin Goushougun: Toki no Etranger,6.62,"Action, Sci-Fi",1
2512,Detective Conan OVA 02: 16 Suspects,7.32,"Adventure, Comedy, Mystery",1
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,7.18,"Adventure, Comedy, Mystery",1
2514,Detective Conan OVA 04: Conan and Kid and Crystal Mother,7.49,"Adventure, Mystery",1
2515,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,7.22,"Adventure, Comedy, Mystery",1
2516,Uchuu no Senshi,6.14,"Action, Sci-Fi",6
2517,Eikoku Koi Monogatari Emma: Intermission,6.99,"Drama, Romance",1
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,7.14,Comedy,12
2520,Dragon Ball Specials,6.7,"Comedy, Fantasy",2
2521,Haja Kyosei G Dangaiou,5.37,"Action, Sci-Fi",13
2522,Rakushou! Hyper Doll,5.84,"Adventure, Comedy, Sci-Fi",2
2523,Izumo: Takeki Tsurugi no Senki,6.12,"Adventure, Drama, Fantasy, Romance, Supernatural",12
2524,Jungle de Ikou!,5.3,"Action, Adventure, Comedy, Ecchi",3
2525,Kekkou Kamen,5.58,"Comedy, Ecchi",4
2526,Kirara,6.04,"Comedy, Romance, Slice of Life, Supernatural, Ecchi",1
2527,Kotetsu no Daibouken,5.74,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi",2
2528,Megami Paradise,5.34,"Adventure, Fantasy, Ecchi",2
2529,Princess Minerva,5.44,"Adventure, Comedy, Fantasy",1
2530,G-Taste,5.8,"Girls Love, Hentai",7
2531,Gibomai,6.57,Hentai,2
2532,Onna Kyoushi Yumi no Houkago,5.76,Hentai,2
2533,D+vine Luv,6.25,Hentai,4
2534,Angelique,6.27,"Drama, Fantasy, Romance, Sci-Fi",3
2535,Angelique: Seichi yori Ai wo Komete,6.01,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",3
2536,Angelique: Shiroi Tsubasa no Memoire,5.73,"Drama, Fantasy, Romance, Sci-Fi",2
2537,Angelique: Twin Collection,5.92,"Fantasy, Sci-Fi",8
2538,With You: Mitsumeteitai,5.2,"Drama, Fantasy, Mystery, Romance",2
2539,Itazura The Animation,6.61,Hentai,2
2540,Tonari no Oneesan,5.71,"Comedy, Hentai",2
2541,Dokusen,5.3,Hentai,2
2542,Lady Georgie,7.16,"Drama, Romance",45
2543,Robin Hood no Daibouken,7.09,"Adventure, Romance",52
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.28,"Adventure, Drama, Slice of Life",50
2545,Huckleberry no Bouken,6.16,"Adventure, Drama",26
2546,Alps Monogatari: Watashi no Annette,6.72,"Drama, Slice of Life",48
2547,Princess Sara,7.67,Drama,46
2548,Ai no Wakakusa Monogatari,7.38,"Drama, Slice of Life",48
2549,Perrine Monogatari,7.53,"Drama, Slice of Life",53
2550,Onboro Film,6.3,Comedy,1
2551,Nessa no Wakusei,5.06,"Sci-Fi, Hentai",2
2552,Tetsuko no Tabi,6.21,"Comedy, Slice of Life",13
2553,Flanders no Inu,7.35,"Drama, Slice of Life",52
2554,Ai Shoujo Pollyanna Story,6.95,"Drama, Slice of Life",51
2555,Shoukoushi Cedie,7.29,"Drama, Slice of Life",43
2556,Jungle Taitei (1989),6.8,"Adventure, Drama",52
2557,Trapp Ikka Monogatari,7.61,"Drama, Romance",40
2558,Wakakusa Monogatari: Nan to Jo-sensei,7.55,"Drama, Slice of Life",40
2559,Romeo no Aoi Sora,8.32,"Adventure, Drama, Slice of Life",33
2560,Terra e...,6.42,"Action, Drama, Sci-Fi",1
2561,Captain Future,7.14,"Action, Adventure, Sci-Fi",52
2562,Shion no Ou,7.51,"Drama, Mystery, Suspense",22
2563,Aria the OVA: Arietta,8,"Fantasy, Sci-Fi, Slice of Life",1
2564,Code-E,6.4,"Comedy, Romance, Sci-Fi",12
2565,Jungle Taitei: Susume Leo!,6.55,Adventure,26
2566,Uchuujin Tanaka Tarou,6.06,Comedy,24
2567,Pinocchio yori Piccolino no Bouken,6.25,Adventure,52
2568,Kojika Monogatari,6.43,Drama,52
2569,Jungle Book Shounen Mowgli,7.01,"Adventure, Drama",52
2570,Ochame na Futago: Claire Gakuin Monogatari,7.03,"Comedy, Slice of Life",26
2571,Mitsubachi Maya no Bouken,6.53,"Adventure, Comedy",52
2572,Fushigi no Kuni no Alice,6.41,"Adventure, Fantasy",24
2573,Minami no Niji no Lucy,7.1,"Adventure, Drama, Slice of Life",50
2574,Kashi no Ki Mokku,6.19,"Adventure, Fantasy",52
2575,Don Chuck Monogatari,6.19,"Adventure, Slice of Life",26
2576,Araiguma Rascal,6.74,"Drama, Slice of Life",52
2577,Tom Sawyer no Bouken,7.27,"Adventure, Drama, Slice of Life",49
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,6.71,"Adventure, Comedy, Fantasy",52
2579,Anime 80-nichikan Sekai Isshuu,6.82,"Adventure, Romance",26
2580,Tsukuyomi: Moon Phase Special,6.61,"Avant Garde, Comedy, Slice of Life",1
2581,Kidou Senshi Gundam 00,8.11,"Action, Drama, Sci-Fi",25
2582,Soukou Kihei Votoms,7.7,"Action, Drama, Sci-Fi",52
2583,Soukou Kihei Votoms: The Last Red Shoulder,7.08,"Action, Drama, Sci-Fi",1
2584,Soukou Kihei Votoms: Big Battle,6.68,"Action, Drama, Sci-Fi",1
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,7.2,"Drama, Sci-Fi",1
2586,Soukou Kihei Votoms: Kakuyaku taru Itan,6.87,"Drama, Sci-Fi",5
2588,Sinkan,5.69,Hentai,1
2589,Black Cat (TV): Toozakaru Neko,7.09,"Action, Adventure, Comedy, Sci-Fi",1
2590,Genmukan,6.32,Hentai,2
2591,Samurai Spirits: Haten Gouma no Shou,5.35,Adventure,1
2592,Kimera,5.09,"Action, Boys Love, Horror, Sci-Fi, Supernatural",1
2593,Kara no Kyoukai Movie 1: Fukan Fuukei,7.57,"Action, Mystery, Supernatural, Suspense",1
2594,Piano no Mori,7.62,Drama,1
2595,D.C.II: Da Capo II,6.87,"Drama, Romance, Ecchi",13
2596,Shinreigari,7.41,"Mystery, Supernatural, Suspense",22
2597,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,7.25,"Adventure, Comedy, Mystery",1
2598,Juusenki L-Gaim,6.81,"Action, Adventure, Drama, Sci-Fi",54
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,5.56,"Action, Adventure, Drama, Sci-Fi",1
2600,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Dolls,5.64,"Action, Adventure, Drama, Sci-Fi",1
2601,Juusenki L-Gaim III: Full Metal Soldier,6.26,"Action, Sci-Fi",1
2602,Kenkou Zenrakei Suiei-bu Umishou,7.12,"Comedy, Sports, Ecchi",13
2603,Mushi-Uta,6.57,"Action, Fantasy, Sci-Fi",12
2604,Sky Girls,7,Sci-Fi,26
2605,Sayonara Zetsubou Sensei,7.86,Comedy,12
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,6.54,"Action, Adventure, Comedy, Fantasy",1
2607,Birth,6,"Action, Adventure, Comedy, Sci-Fi",1
2608,Wangan Midnight,7.47,Action,26
2609,Kakyuusei (TV),6.18,"Drama, Romance",13
2610,Kakyuusei,5.47,"Drama, Hentai",4
2611,Panda Kopanda,6.72,Comedy,2
2612,Spoon Oba-san,6.73,UNKNOWN,130
2613,Mirai Shounen Conan 2: Taiga Daibouken,6.32,"Adventure, Drama, Sci-Fi",24
2614,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,6.56,"Adventure, Drama, Sci-Fi",1
2615,Otome wa Boku ni Koishiteru Special,6.62,"Comedy, Romance",1
2616,Sora Iro no Tane,5.73,UNKNOWN,3
2617,Ghiblies,6.36,Comedy,2
2618,Takarajima,7.94,"Adventure, Drama, Mystery",26
2619,Spider Riders: Oracle no Yuusha-tachi,6.55,"Action, Adventure",26
2620,Spider Riders: Yomigaeru Taiyou,6.69,"Action, Adventure",26
2621,Natsu e no Tobira,5.87,"Boys Love, Drama, Romance",1
2622,Big Wars: Kami Utsu Akaki Kouya ni,5.41,"Action, Sci-Fi",1
2623,Flanders no Inu (Movie),7.81,Drama,1
2624,"Flanders no Inu, Boku no Patrasche",7,Drama,26
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,6.73,"Comedy, Fantasy, Sci-Fi",1
2626,The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,6.35,Fantasy,1
2628,"The☆Doraemons: Strange, Sweets, Strange?",6.11,Fantasy,1
2629,Doraemon and Itchy the Stray,6.48,"Comedy, Sci-Fi",1
2630,Doraemon Meets Hattori the Ninja,6.82,"Comedy, Sci-Fi",1
2631,The☆Doraemons: Goal! Goal! Goal!!,6.18,"Comedy, Fantasy, Sci-Fi, Sports",1
2632,Doraemon: Time Machine de Oshougatsu,6.44,"Adventure, Comedy, Sci-Fi",1
2633,The☆Doraemons: Dokidoki Kikansha Daibakusou!,6.38,"Adventure, Comedy, Fantasy, Sci-Fi",1
2634,Doraemon: Doraemon Comes Back,6.99,"Comedy, Fantasy, Sci-Fi",1
2636,"Dorami-chan: Wow, The Kid Gang of Bandits",5.96,Fantasy,1
2639,Dorami-chan: Hello Kyouryuu Kids!!,5.95,Fantasy,1
2642,Dorami-chan: A Blue Straw Hat,5.75,Fantasy,1
2645,Dorami & Doraemons: Space Land's Critical Event,6.41,"Adventure, Comedy, Fantasy, Sci-Fi",1
2646,Dorami & Doraemons: Robot School's Seven Mysteries,6.6,Fantasy,1
2647,Dorami-chan: Mini-Dora SOS!!!,6.42,Fantasy,1
2648,Doraemon: 2112-nen Doraemon Tanjou,7.23,"Comedy, Fantasy",1
2649,Doraemon: Obaachan no Omoide,7.24,"Award Winning, Comedy, Fantasy, Sci-Fi",1
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa",6.39,"Adventure, Fantasy, Sci-Fi",1
2651,Doraemon: Doraemon Comes Back (Movie),6.87,"Comedy, Fantasy",1
2652,Doraemon: The Day When I Was Born,7.03,"Comedy, Fantasy, Sci-Fi",1
2653,Doraemon: Ganbare! Gian!!,6.45,"Adventure, Comedy, Fantasy",1
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,7.2,"Adventure, Fantasy",1
2655,Doraemon Movie 23: Nobita to Robot Kingdom,7.18,"Adventure, Comedy, Fantasy",1
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,7.34,"Adventure, Comedy, Sci-Fi",1
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,6.94,"Adventure, Comedy, Fantasy",1
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,7.05,"Adventure, Fantasy, Sci-Fi",1
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,7.09,Fantasy,1
2660,Doraemon: Nobita's the Night Before a Wedding,7.14,Fantasy,1
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,7.14,"Adventure, Comedy",1
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,6.91,"Adventure, Comedy, Fantasy",1
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,7.21,"Adventure, Award Winning, Comedy, Fantasy, Sci-Fi",1
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,7.57,"Adventure, Comedy, Fantasy",1
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,7.12,"Adventure, Comedy, Fantasy",1
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,6.98,Fantasy,1
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,6.99,"Adventure, Comedy, Fantasy",1
2669,Doraemon Movie 06: Nobita no Little Star Wars,7.03,Fantasy,1
2670,Doraemon Movie 12: Nobita no Dorabian Nights,7.27,"Adventure, Comedy, Fantasy",1
2671,Doraemon Movie 03: Nobita no Daimakyou,7.06,Adventure,1
2672,Doraemon Movie 05: Nobita no Makai Daibouken,7.14,Fantasy,1
2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,7.56,"Adventure, Comedy, Fantasy",1
2674,Doraemon Movie 16: Nobita no Sousei Nikki,6.98,"Adventure, Comedy, Fantasy, Sci-Fi",1
2675,Doraemon Movie 17: Nobita to Ginga Express,7.21,Fantasy,1
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,7.37,"Adventure, Fantasy, Sci-Fi",1
2677,Doraemon Movie 11: Nobita to Animal Planet,7.1,"Adventure, Comedy, Fantasy, Sci-Fi",1
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,6.83,"Adventure, Fantasy",1
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,6.09,"Comedy, Sci-Fi",6
2681,Spaceship Agga Ruter,6.41,"Comedy, Sci-Fi, Hentai",4
2682,Aoki Densetsu Shoot! (Movie),6.68,"Action, Sports",1
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,7.2,"Action, Drama, Fantasy, Horror, Mystery",12
2684,Buzzer Beater 2nd Season,6.79,"Action, Sci-Fi, Sports",13
2685,Tsubasa: Tokyo Revelations,8.27,"Action, Adventure, Drama, Fantasy, Romance",3
2686,Tetsujin 28-gou,6.47,"Adventure, Sci-Fi",96
2687,Gokuu no Daibouken,6.54,"Comedy, Fantasy",39
2688,Akai Koudan Zillion,6.59,"Action, Adventure, Sci-Fi",31
2689,Akai Koudan Zillion: Utahime Yakyoku,5.7,"Action, Adventure, Sci-Fi",1
2690,Urban Square: Kohaku no Tsuigeki,6,"Action, Mystery",1
2692,CB Chara Go Nagai World,6.77,"Action, Comedy",3
2693,Detatoko Princess,5.96,"Comedy, Fantasy",3
2694,Hidamari no Ki,7.06,"Action, Award Winning, Drama",25
2695,Kidou Senshi Gundam 0083: Zeon no Zankou,6.65,"Action, Adventure, Sci-Fi",1
2696,Crusher Joe OVA,6.57,"Action, Adventure, Sci-Fi",2
2697,Hi-Speed Jecy,6.21,"Action, Sci-Fi",12
2698,Sanctuary,6.34,"Action, Drama, Suspense",1
2699,Uchuu Kaizoku Mito no Daibouken,6.22,"Action, Comedy, Sci-Fi",13
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,5.97,"Action, Comedy, Sci-Fi",13
2701,Susie-chan to Marvy,UNKNOWN,Comedy,104
2702,Bakukyuu Renpatsu!! Super B-Daman,6.42,Adventure,18
2703,Chousoku Spinner,6.62,Sports,22
2704,Kaiketsu Jouki Tanteidan,6.62,"Action, Mystery",26
2705,Bakusou Kyoudai Let's & Go,6.9,Adventure,51
2706,Bakusou Kyoudai Let's & Go WGP,7.12,UNKNOWN,51
2707,Majime ni Fumajime Kaiketsu Zorori,6.65,Adventure,97
2708,Wankorobee,UNKNOWN,"Comedy, Fantasy",26
2709,Bakusou Kyoudai Let's & Go MAX,6.72,Action,51
2710,Nintama Rantarou Movie,6.25,Comedy,1
2712,Shiratori Reiko de Gozaimasu!,5.31,"Comedy, Romance",1
2713,Rockman.EXE Beast+,6.79,"Action, Adventure, Sci-Fi",26
2714,Sotsugyou: Graduation,6.08,Drama,2
2715,Totsuzen! Neko no Kuni Banipal Witt,6.74,Adventure,1
2716,Urayasu Tekkin Kazoku,6.86,Comedy,32
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,6.69,"Action, Adventure, Drama, Sci-Fi",24
2718,Umi no Triton,6.42,"Adventure, Fantasy",27
2719,MapleStory,5.19,"Action, Adventure, Comedy, Fantasy",25
2721,Reinou Tantei Miko,5.54,"Comedy, Hentai",2
2722,Crusher Joe,6.82,"Action, Adventure, Sci-Fi",1
2723,D4 Princess,6.12,"Action, Comedy, Sci-Fi",24
2724,Daicon Opening Animations,7.71,"Action, Adventure, Sci-Fi",2
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.74,"Comedy, Sci-Fi",1
2726,Sukeban Deka,6.4,"Action, Drama",2
2727,Sweet Valerian,5.71,"Action, Comedy",18
2728,TWO-MIX: White Reflection,6.74,UNKNOWN,1
2729,X²: Double X,6.45,Drama,1
2730,1+2=Paradise,4.77,"Comedy, Romance, Ecchi",2
2731,Shishunki Bishoujo Gattai Robo Z-Mind,5.82,Action,6
2732,Baby Baachan,6.49,"Comedy, Drama",53
2733,MiniPato,6.29,UNKNOWN,3
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,7.07,Action,1
2735,Mugen Senki Portriss,UNKNOWN,"Action, Sci-Fi",52
2736,Mojakou,7.16,"Comedy, Fantasy, Sci-Fi",74
2737,Kouryuu no Mimi: Mina no Shou,4.76,"Action, Drama",2
2738,Kasumin 3rd Season,6.34,Fantasy,26
2739,Highschool Aurabuster: Hikari no Mezame,5.73,"Drama, Fantasy",3
2740,Monkey Turn,6.73,"Action, Drama",25
2741,Monkey Turn V,6.88,"Action, Drama",25
2742,Omoikkiri Kagaku Adventure Sou Nanda!,UNKNOWN,"Comedy, Sci-Fi",26
2743,Kidou Senshi Gundam SEED: SEED Supernova - Tanekyara Gekijou,7.37,Comedy,4
2744,Potemayo,7.28,Comedy,12
2745,Jigoku Sensei Nube OVA,7.1,"Action, Comedy, Horror, Supernatural",3
2746,Vexille: 2077 Nihon Sakoku,6.91,"Action, Sci-Fi",1
2747,Tetsuwan Atom,7.08,"Action, Adventure, Drama, Sci-Fi",193
2748,Dash! Kappei,7.21,"Comedy, Sports, Ecchi",65
2749,Heisei Inu Monogatari Bow,7.38,"Adventure, Comedy",40
2750,Heisei Inu Monogatari Bow Movie,UNKNOWN,"Adventure, Comedy",1
2751,Miyori no Mori,6.88,"Drama, Fantasy, Slice of Life",1
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,7.88,Sports,6
2753,Ushiro no Shoumen Daare,7.71,Drama,1
2754,Cleopatra D.C.,5.81,"Action, Adventure, Sci-Fi",3
2755,Cleopatra,5.43,Sci-Fi,1
2756,Cheonnyeon-yeowoo Yeowoobi,7.18,"Drama, Fantasy, Sci-Fi",1
2757,Juuni Senshi Bakuretsu Eto Ranger,7.32,"Action, Comedy, Fantasy",39
2758,Shippuu! Iron Leaguer,7.28,"Sci-Fi, Sports",52
2759,Evangelion: 1.0 You Are (Not) Alone,8,"Action, Award Winning, Drama, Sci-Fi",1
2760,Densetsu Kyojin Ideon: Sesshoku-hen,5.99,"Drama, Sci-Fi",1
2761,Densetsu Kyojin Ideon: Hatsudou-hen,7.89,"Drama, Sci-Fi",1
2762,Igano Kabamaru,7.81,"Action, Adventure, Comedy, Romance",24
2765,Momotarou: Umi no Shinpei,5.11,Action,1
2766,Super Doll Licca-chan,6.62,"Adventure, Comedy",52
2767,Taneyamagahara no Yoru,5.46,"Fantasy, Slice of Life",1
2768,CLAMP in Wonderland 2,7.44,"Action, Comedy, Drama, Fantasy, Romance",1
2769,Galactic Patrol Lensman,6.23,"Action, Adventure, Sci-Fi",25
2770,SF Shinseiki Lensman,6.12,"Action, Adventure, Sci-Fi",1
2771,Chou Kuse ni Narisou,6.58,"Comedy, Romance, Slice of Life",39
2772,Juushin Enbu: Hero Tales,6.82,"Action, Fantasy",26
2775,Genocyber,5.78,"Action, Horror, Sci-Fi, Suspense",5
2776,Generation of Chaos,3.07,"Action, Adventure, Fantasy",1
2777,Generation of Chaos Next: Chikai no Pendant,3.32,"Action, Adventure, Fantasy, Romance",1
2778,Generation of Chaos III: Toki no Fuuin,3.56,"Action, Adventure, Fantasy",2
2779,Sotsugyou M: Ore-tachi no Carnival,5.32,Drama,2
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,5.44,"Action, Adventure, Comedy, Supernatural",1
2781,Saint Luminous Jogakuin,5.89,"Mystery, Supernatural",13
2782,Fire Emblem,5.62,"Action, Adventure, Fantasy",2
2783,Oyayubi Hime Monogatari,6.7,"Adventure, Fantasy",26
2784,Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,6.67,"Comedy, Romance, Ecchi",1
2785,OZ,5.32,"Action, Drama, Sci-Fi",2
2786,Bakegyamon,6.57,"Action, Fantasy",51
2787,Shakugan no Shana II (Second),7.56,"Action, Drama, Fantasy, Romance",24
2788,Stratosphera no Yousei,5.64,"Drama, Romance, Sci-Fi, Hentai",3
2789,B-Legend! Battle B-Daman,6.29,"Adventure, Fantasy",52
2790,Oira Sukeban,5.22,"Comedy, Ecchi",1
2791,Makasete Iruka!,6.16,"Action, Award Winning, Comedy",1
2792,Panzer Dragoon,3.21,"Action, Fantasy, Sci-Fi",1
2793,Hi no Tori 2772: Ai no CosmoZone,6.62,"Adventure, Drama, Fantasy, Romance, Sci-Fi",1
2794,Kussetsu,5.76,Hentai,3
2795,Dragonaut: The Resonance,6.6,"Action, Drama, Fantasy, Romance, Sci-Fi",25
2796,Afro-Ken,5.19,Comedy,1
2797,Koukou Tekken-den Tough,6.88,Action,3
2798,Hatsu Inu The Animation,7.26,Hentai,2
2799,Hello! Sandybell,7.05,"Adventure, Romance",47
2800,Candy Candy,7.56,"Drama, Slice of Life",115
2801,Candy Candy: Haru no Yobigoe,6.52,"Drama, Slice of Life",1
2802,Candy Candy: Candy no Natsu Yasumi,6.69,"Drama, Slice of Life",1
2803,Densetsu no Yuusha da Garn,7.15,"Action, Sci-Fi",46
2804,Hana no Mahoutsukai Mary Bell,6.79,"Adventure, Fantasy",50
2805,Onegai! Samia Don,7.09,"Comedy, Fantasy, Slice of Life",39
2806,Yadamon,7.18,"Adventure, Comedy, Fantasy",170
2808,Irregular Hunter X: The Day of Sigma,7.17,"Action, Sci-Fi",1
2809,Fuusen Shoujo Temple-chan,6.11,"Adventure, Comedy",26
2810,Anime Himitsu no Hanazono,7.07,Drama,39
2811,Soratobu Yuureisen,6.57,"Adventure, Drama, Sci-Fi",1
